IdAluno;Resultado;13>;14>;14>14>;14>14>14>;14>14>31>;14>31>;14>31>14>;14>31>14>31>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>31>48>29>;14>32>;14>32>31>;14>38>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>42>;14>48>;14>49>;14>7>;14>8>;14>8>7>;16>;16>31>;16>31>14>;16>31>30>;16>31>31>;16>31>48>;17>;17>30>;17>30>30>;17>30>31>;17>31>;28>;28>30>;29>;29>14>;29>29>;29>30>;29>4>;29>48>;29>48>29>;30>;30>14>;30>14>31>;30>14>31>30>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>31>;30>30>31>;30>30>48>;30>31>;30>31>14>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>41>;30>48>;30>48>30>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>48>;31>31>;31>31>30>;31>31>31>;31>31>48>;31>32>;31>32>14>;31>32>31>;31>41>;31>41>41>;31>48>;31>48>29>;31>48>29>48>;31>48>30>;31>48>48>;32>;32>14>;32>14>31>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;36>;36>34>;36>34>37>;36>36>;36>37>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>14>31>;38>33>;38>36>;39>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;42>;47>;47>48>;48>;48>13>;48>14>;48>14>31>;48>29>;48>29>14>;48>29>30>;48>29>48>;48>29>48>29>;48>30>;48>30>30>;48>31>;48>48>;48>48>29>;48>48>48>;48>49>;49>;49>14>;49>48>;49>49>;6>;6>6>;7>;7>14>;8>;8>7>
31826-4428;SUCESSO;0;27;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;9;1;0;0;3;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;14;1;0;0;1;4;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;1;1;1;0;0;2;0;0;0;0;1;1;0;0;3;1;1;1;0;0;0;20;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31831-4428;SUCESSO;0;29;2;0;0;9;0;0;4;0;0;0;0;0;0;1;0;0;3;3;1;7;0;3;2;0;0;0;0;0;0;2;2;0;2;0;0;2;1;0;0;1;2;2;0;0;0;0;0;0;0;22;2;0;0;1;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;3;0;1;0;28;1;0;0;0;13;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;4;2;2;1;0;2;0;0;1;0;12;4;0;9;3;3;3;1;1;2;3;3;2;0;1;3;0;0;1;4;1;1;1;0;0;0;13;0;2;1;6;1;2;0;3;2;1;4;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;2;1;1;1;0;0;0;0;0;0
31833-4224;SUCESSO;1;40;3;0;1;21;0;0;8;0;6;1;1;3;1;2;3;0;0;0;1;6;1;1;0;0;1;0;0;0;0;3;3;0;2;0;0;2;1;0;0;1;1;0;2;0;0;0;0;0;0;46;5;5;1;26;3;17;8;6;4;3;4;5;2;7;0;1;0;0;0;0;1;2;2;48;2;0;0;1;21;1;1;0;14;7;4;2;2;0;0;0;0;6;2;4;0;1;1;0;3;0;4;1;0;2;0;3;2;1;1;1;1;1;0;0;1;3;0;0;0;0;1;0;0;0;5;0;0;1;0;0;1;30;0;4;1;9;0;1;1;0;0;0;6;1;1;0;2;0;0;0;0;4;2;0;0;0;0;1;3;2;0;0;0;0;1;0;0;0
31836-4224;SUCESSO;0;50;4;0;2;26;6;1;12;5;0;0;2;0;0;0;4;3;0;0;7;8;1;1;0;0;0;0;0;0;0;6;6;1;3;0;1;4;3;0;1;1;1;0;5;2;0;1;0;0;0;28;8;5;2;2;0;1;0;0;0;0;0;0;0;7;1;2;0;1;0;1;0;1;0;47;9;1;1;0;21;6;3;2;0;0;0;0;4;1;1;0;1;1;1;0;0;0;0;0;0;0;8;4;0;2;0;3;1;1;2;1;3;3;1;1;2;19;0;0;0;1;3;0;0;0;13;3;1;3;4;2;1;16;0;2;1;3;0;0;0;0;0;0;9;0;0;0;5;2;1;0;0;2;1;0;0;0;0;1;2;1;1;2;0;0;0;0;0;0
31853-4224;insucesso;0;31;2;0;0;12;0;0;4;0;1;0;0;3;0;1;4;1;0;0;0;6;0;0;0;0;2;0;0;0;0;5;4;0;1;0;1;8;7;3;0;1;0;0;1;0;0;1;0;0;0;19;2;1;1;6;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;23;0;0;0;0;9;0;0;0;2;0;0;0;0;0;0;0;1;3;1;1;0;2;1;0;1;0;5;1;0;0;0;2;1;1;0;0;1;1;0;0;0;2;0;0;0;1;1;1;0;0;5;2;1;0;1;1;0;22;0;2;1;3;1;1;1;0;2;2;12;0;5;0;1;0;0;0;0;2;1;0;2;0;1;0;1;1;0;0;2;2;1;0;0;0
31856-4429;insucesso;3;43;5;1;2;20;1;0;5;0;3;2;0;3;0;0;3;2;0;0;1;5;1;1;0;1;0;0;1;0;0;6;6;2;3;0;0;4;3;1;0;1;0;0;8;0;1;4;1;0;0;34;6;1;1;17;1;10;7;4;3;0;0;3;0;5;2;1;0;0;0;1;0;0;0;36;5;2;1;2;14;1;0;0;6;2;1;1;0;0;0;0;0;6;4;1;0;0;0;0;1;0;6;5;0;0;0;2;1;0;1;0;3;3;2;1;0;8;0;0;0;2;3;2;0;0;8;0;0;3;3;2;1;13;2;2;1;2;0;2;0;1;0;0;10;3;1;0;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0
31859-4224;insucesso;1;30;0;0;0;9;0;0;3;0;1;1;0;1;0;0;0;0;0;0;3;10;2;0;0;0;0;1;0;0;0;4;4;1;1;1;0;2;1;1;0;1;0;0;2;0;0;0;1;0;0;26;0;0;0;9;0;5;3;1;0;0;0;1;0;4;0;1;0;0;0;1;0;0;0;38;2;0;0;1;12;0;0;0;2;1;0;0;2;0;0;0;0;11;3;3;0;0;0;0;1;0;2;1;0;0;0;3;0;0;0;0;2;2;0;0;2;3;2;2;1;0;2;0;0;1;7;0;0;1;1;1;1;27;3;2;0;4;0;2;2;0;0;0;4;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;1;0;2;1
31861-4428;SUCESSO;1;23;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;1;0;0;0;0;3;3;0;1;0;2;1;0;0;0;1;0;0;4;1;0;0;0;1;0;13;1;0;0;6;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;27;1;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;5;2;1;2;0;7;1;0;2;1;2;2;1;0;0;3;0;0;0;2;2;2;0;0;6;1;0;2;1;0;2;12;0;1;1;2;0;0;0;0;0;0;7;0;0;0;4;1;0;1;0;2;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0;0
31872-4428;SUCESSO;0;39;0;0;0;7;1;0;2;0;0;0;1;0;0;0;0;0;1;0;1;16;1;0;0;0;0;0;0;0;0;2;2;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;10;1;1;0;0;0;0;0;0;0;0;0;0;0;5;0;3;0;2;2;2;0;0;0;24;5;1;1;2;7;1;1;0;0;0;0;0;3;2;2;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;8;2;0;4;2;1;1;1;0;0;1;0;0;0;0;1;1;0;0;3;2;1;1;0;0;0;30;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31876-4429;SUCESSO;1;30;5;0;0;12;0;0;5;0;1;0;0;2;1;2;0;0;0;0;1;6;0;3;1;0;0;0;0;1;0;4;4;0;3;0;0;3;2;0;1;1;2;1;2;0;0;0;0;0;0;55;2;0;0;19;1;9;7;5;3;2;1;2;1;7;1;4;1;0;0;0;1;5;4;44;1;0;0;0;25;0;0;0;7;2;1;1;2;0;0;0;3;7;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;1;1;1;0;0;2;0;0;1;5;0;0;1;0;0;2;25;0;3;0;7;1;1;0;0;2;2;14;0;0;0;1;0;0;0;0;5;0;0;1;0;0;1;2;0;1;1;7;2;5;0;2;2
31883-4224;SUCESSO;0;25;0;0;0;16;0;0;5;0;4;2;0;3;1;0;0;0;0;0;2;5;1;0;0;0;0;0;0;0;0;2;2;0;1;0;0;2;1;0;0;1;0;0;1;0;0;0;0;1;0;18;2;1;0;9;2;5;4;1;1;1;0;0;1;1;0;0;0;0;0;0;1;2;0;22;0;0;0;0;9;0;0;0;6;3;3;1;1;0;0;0;0;4;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;3;0;0;0;1;2;2;0;0;7;0;0;2;1;0;0;9;0;2;0;2;0;2;0;0;0;0;4;0;1;0;1;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0
31885-4428;insucesso;0;21;6;3;0;7;2;1;1;0;0;0;0;2;0;1;1;1;0;0;2;5;0;2;0;0;0;1;0;0;0;2;2;1;0;0;1;1;1;1;0;0;0;0;8;0;4;1;3;5;3;6;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;20;3;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;5;2;7;5;0;0;2;1;0;0;1;1;2;2;1;0;1;3;1;1;0;0;2;1;0;0;5;0;0;1;0;1;3;15;2;5;0;4;3;1;1;0;0;0;10;0;2;0;8;0;0;3;0;1;0;2;5;4;2;0;2;1;1;0;0;0;0;0;0;0
31888-4428;SUCESSO;1;27;2;0;0;8;2;0;1;0;0;0;1;0;0;0;2;1;1;1;1;8;0;0;0;0;1;2;0;0;0;4;4;1;0;0;3;3;2;0;0;1;0;0;6;3;0;2;0;0;0;7;1;1;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;21;4;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;3;1;1;1;0;7;4;0;1;0;4;1;0;2;0;3;3;1;1;1;5;2;1;0;1;3;0;0;1;5;2;1;3;1;0;1;19;0;0;0;1;0;0;0;0;0;0;11;0;2;1;6;3;2;0;0;1;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0
31891-4429;insucesso;0;30;2;0;0;12;0;0;2;0;0;0;0;1;0;0;3;0;0;0;1;6;0;0;0;1;2;0;0;0;0;2;2;0;0;1;1;8;5;0;0;3;0;0;1;0;0;0;0;0;0;24;1;1;0;4;0;3;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;4;0;35;3;0;0;0;13;0;0;0;2;2;0;0;0;0;0;0;2;5;3;0;0;1;0;1;0;0;4;0;0;4;0;6;0;0;3;1;3;3;0;0;3;4;2;2;0;0;3;0;1;1;4;0;0;3;0;0;0;18;0;2;1;2;0;0;0;1;0;0;10;0;0;0;1;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
31952-4224;SUCESSO;0;23;4;0;1;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;1;0;0;0;1;0;0;4;0;0;0;0;0;0;18;0;0;0;6;0;3;0;0;0;0;2;2;0;2;0;0;0;0;0;0;0;1;0;18;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;2;0;0;0;3;1;3;3;0;0;0;0;0;0;0;0;3;3;2;1;0;4;1;0;0;2;3;2;0;0;5;0;0;1;1;0;0;22;0;2;1;2;0;0;0;0;0;0;5;0;0;0;4;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
31958-4429;SUCESSO;3;32;1;0;0;11;0;0;0;0;0;0;0;2;0;2;2;2;1;0;3;8;3;3;0;0;0;1;0;0;0;3;3;1;0;0;0;1;0;0;0;1;0;0;10;4;0;0;0;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;2;1;0;5;4;7;6;3;0;2;4;1;1;1;0;2;2;0;0;2;3;1;1;0;0;3;0;0;1;5;1;0;2;0;0;0;15;0;7;0;9;4;3;1;0;0;0;11;1;0;0;10;4;0;6;5;0;0;0;3;3;1;0;1;0;1;1;0;0;5;0;0;0
31986-4224;SUCESSO;2;62;2;0;2;29;2;2;10;4;1;0;3;7;2;1;1;0;3;3;3;5;0;3;2;0;2;2;0;2;0;3;3;0;2;0;1;2;1;0;0;1;2;2;1;0;0;1;0;0;0;34;8;5;3;7;1;4;2;1;1;0;1;2;2;13;0;11;0;7;6;4;0;4;2;50;5;3;2;0;28;6;5;3;4;2;1;0;11;10;7;0;1;10;3;2;0;8;1;5;2;1;4;0;0;2;0;17;1;0;11;4;1;1;1;1;0;3;1;0;0;1;1;0;0;0;7;2;1;0;1;0;0;19;0;2;2;7;1;2;1;0;2;1;12;0;2;2;0;0;0;0;0;6;3;0;3;0;3;1;3;1;2;2;4;0;2;0;4;2
31993-4428;insucesso;4;43;1;0;0;19;0;0;9;1;6;2;0;2;0;0;1;0;0;0;0;4;0;1;0;0;8;0;0;0;0;2;2;0;1;0;1;11;6;4;0;5;0;0;4;0;0;0;1;0;0;20;5;5;4;8;3;3;1;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;44;6;2;1;0;15;1;0;0;6;2;0;0;1;0;0;0;0;6;2;2;0;0;0;0;0;0;3;0;0;2;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20;1;0;0;3;0;2;2;2;0;0;22;3;3;0;2;0;0;0;0;2;1;1;5;0;1;0;5;1;4;0;0;0;0;0;0;0
32018-4428;SUCESSO;0;29;4;0;1;10;1;0;3;0;1;1;0;0;0;0;1;0;0;0;2;5;0;2;1;0;3;1;0;0;0;3;3;1;2;0;0;4;3;0;1;1;0;0;0;0;0;0;0;0;0;24;2;0;0;7;0;5;2;1;0;0;1;2;0;3;1;1;1;0;0;0;0;3;0;28;4;0;0;0;10;2;0;0;4;4;1;0;1;0;0;0;3;2;1;1;0;0;0;0;2;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;2;1;1;1;0;0;0;23;0;4;1;8;2;5;2;0;2;2;11;0;1;0;0;0;0;0;0;2;0;0;3;0;1;0;3;0;1;2;0;0;0;0;0;0
32024-4428;SUCESSO;0;36;4;0;2;14;2;0;5;1;3;0;0;0;0;1;0;0;0;0;0;5;0;3;0;0;6;3;0;0;0;3;3;0;2;0;1;3;2;0;1;1;1;0;3;0;0;1;0;1;0;26;8;3;1;11;2;3;2;2;1;1;1;3;3;7;2;2;0;1;0;0;2;4;1;36;5;3;1;0;20;3;1;1;10;3;2;2;2;0;0;0;2;3;0;2;0;1;0;1;2;0;3;0;0;3;0;2;0;0;2;2;3;2;1;0;1;4;1;1;0;0;2;1;0;1;3;1;0;3;0;0;0;15;0;2;2;7;2;1;0;1;0;0;16;0;3;2;3;0;1;1;0;5;0;0;4;0;2;0;3;0;2;0;0;0;0;0;0;0
32029-4428;SUCESSO;2;16;3;0;0;5;1;0;4;0;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;1;2;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;8;0;0;0;2;0;1;0;0;0;0;0;1;0;3;0;1;0;0;0;0;0;0;0;15;2;1;1;0;8;0;0;0;2;1;0;0;2;1;0;0;0;1;0;0;0;1;0;0;2;0;3;1;0;0;0;1;0;0;1;0;2;2;0;0;1;2;2;1;0;0;2;0;0;1;4;1;0;2;0;0;2;14;0;3;0;4;1;1;1;0;1;1;5;0;0;0;2;1;0;0;0;0;0;0;0;0;0;3;7;2;1;1;0;0;0;0;0;0
32040-4428;SUCESSO;0;27;5;0;4;10;1;0;3;0;2;1;1;0;0;0;0;0;0;0;0;4;0;1;0;0;0;1;0;0;0;2;2;0;1;0;1;3;3;0;1;0;0;0;0;0;0;0;0;0;0;13;1;1;1;2;0;1;0;0;0;0;0;0;0;3;0;2;0;2;1;1;0;1;0;20;1;0;0;0;9;0;0;0;2;1;0;0;2;2;2;0;0;1;0;0;0;0;0;0;1;1;2;0;0;0;1;2;1;1;0;0;3;3;1;0;1;5;2;1;0;0;3;1;0;0;7;2;0;1;1;0;0;24;0;3;1;10;2;3;0;1;2;2;7;0;3;2;0;0;0;0;0;1;0;0;2;0;0;1;3;1;1;0;0;0;0;0;0;0
32045-4224;SUCESSO;0;14;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;8;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;2;0;0;0;0;3;0;0;2;1;3;3;0;0;2;7;2;2;0;1;3;1;0;1;5;1;1;2;0;0;1;16;0;0;0;2;0;1;1;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
32071-4224;SUCESSO;0;45;1;0;1;19;0;0;8;2;3;1;0;1;1;0;0;0;0;0;1;2;0;1;0;0;0;2;0;2;0;2;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;29;6;2;2;8;2;3;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;34;0;0;0;0;17;3;0;0;6;2;1;1;0;0;0;0;0;3;1;0;0;0;0;0;1;1;2;0;0;1;1;1;1;1;0;0;1;1;0;0;1;5;1;1;0;0;1;0;0;0;7;1;1;0;1;4;0;8;0;0;0;4;0;0;0;0;1;1;5;0;1;1;0;0;0;0;0;1;1;0;1;0;1;0;2;0;2;0;0;0;0;0;2;0
32082-4428;SUCESSO;2;36;0;0;0;12;1;1;2;0;0;0;0;1;0;1;4;4;1;0;1;4;0;1;0;0;3;0;0;0;0;3;3;0;0;0;2;3;1;0;1;2;3;1;25;1;0;2;0;5;4;16;0;0;0;4;0;2;1;1;1;1;0;0;0;7;0;2;0;1;0;1;0;0;0;35;1;1;0;0;8;0;0;0;1;0;0;0;2;0;0;0;0;8;2;1;2;1;0;1;3;2;14;12;3;1;0;4;1;1;2;0;2;1;0;0;1;2;1;1;0;0;1;0;0;0;2;1;0;1;0;0;4;29;0;2;0;12;1;4;2;1;2;1;35;1;1;0;23;1;2;5;4;1;0;0;1;0;0;1;3;1;2;1;0;0;0;0;0;0
