IdAluno;Resultado;11>;13>;14>;14>14>;14>14>14>;14>14>31>;14>31>;14>31>14>;14>31>14>31>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>31>48>29>;14>32>;14>32>31>;14>38>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>42>;14>48>;14>49>;14>7>;14>8>;14>8>7>;16>;16>31>;16>31>14>;16>31>30>;16>31>31>;16>31>48>;17>;17>30>;17>30>30>;17>30>31>;17>31>;28>;28>30>;29>;29>14>;29>29>;29>30>;29>4>;29>48>;29>48>29>;30>;30>14>;30>14>31>;30>14>31>30>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>31>;30>30>31>;30>30>31>30>;30>30>48>;30>31>;30>31>14>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>31>30>31>30>31>30>;30>32>;30>41>;30>48>;30>48>30>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>30>48>;31>31>;31>31>30>;31>31>31>;31>32>;31>32>31>;31>41>;31>41>41>;31>48>;31>48>29>;31>48>30>;31>48>48>;32>;32>14>;32>14>31>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;36>;36>34>;36>34>37>;36>36>;36>37>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>14>31>;38>33>;38>36>;39>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;42>;47>;47>48>;48>;48>13>;48>14>;48>14>31>;48>29>;48>29>14>;48>29>30>;48>29>48>;48>29>48>29>;48>30>;48>30>30>;48>31>;48>48>;48>48>48>;49>;49>14>;49>48>;49>49>;6>;6>6>;7>;8>;8>7>
30698-6019;insucesso;0;0;5;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
30705-4429;SUCESSO;0;0;30;0;0;0;7;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;4;0;2;0;0;0;1;0;1;0;3;3;0;0;0;1;1;0;0;0;1;0;0;5;0;0;2;0;1;1;11;0;0;0;4;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;23;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;3;0;4;3;1;0;0;0;0;0;0;3;3;0;0;3;3;3;3;0;0;3;0;0;2;6;1;0;3;0;0;0;16;0;3;0;7;3;2;1;2;0;0;7;0;0;0;5;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
30753-4429;insucesso;0;0;22;0;0;0;5;1;1;2;0;0;0;0;0;0;0;0;0;0;0;3;5;0;1;0;0;1;0;1;0;0;2;2;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;13;2;0;0;6;1;4;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;15;3;2;1;1;8;0;0;0;5;3;1;1;0;0;0;0;0;0;2;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;2;2;1;0;1;2;1;1;0;0;2;1;0;1;6;0;0;2;0;0;0;11;0;3;2;7;3;2;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
30769-4429;SUCESSO;0;1;61;1;0;0;29;1;0;11;0;2;0;0;2;2;0;5;2;0;0;4;7;0;0;0;0;1;0;0;3;0;3;3;0;2;0;1;1;0;0;0;1;0;0;7;3;0;1;0;1;1;33;5;2;2;11;1;3;2;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;4;1;45;3;0;0;0;20;2;1;0;6;1;0;0;0;0;0;0;0;1;4;3;1;0;0;1;0;5;3;2;0;0;0;0;0;0;3;3;1;1;1;4;2;1;0;1;3;0;0;2;8;2;2;2;0;0;1;18;0;0;0;2;0;1;0;0;0;0;14;0;3;2;7;3;1;1;1;3;3;0;5;3;2;0;2;2;11;3;6;6;0
30774-4428;SUCESSO;0;0;148;15;0;3;84;9;0;54;18;18;11;7;4;2;0;7;0;1;1;1;12;1;1;1;0;19;7;0;0;0;2;2;0;1;0;0;8;6;0;1;2;1;1;6;2;0;1;0;3;0;71;40;17;12;27;14;20;14;5;1;1;6;9;6;2;18;7;13;8;3;1;0;0;0;1;10;2;120;25;9;5;1;67;23;10;0;25;19;14;5;10;7;1;0;0;9;11;4;0;1;0;1;0;9;0;3;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;29;0;2;1;3;0;1;0;1;1;0;47;0;24;8;6;2;1;2;0;5;2;0;8;1;9;1;6;8;0;0;0;0;0
30777-4429;SUCESSO;0;3;68;5;0;3;30;1;0;6;0;0;0;0;5;1;1;1;0;0;0;0;13;1;3;1;0;0;4;0;0;0;4;4;1;3;0;0;4;3;0;0;1;4;4;2;0;0;0;0;0;0;41;3;3;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;66;7;2;0;1;20;0;0;0;2;0;0;0;0;0;0;0;0;3;7;1;0;0;0;2;0;3;0;2;0;0;0;0;0;0;3;3;2;0;0;5;1;0;0;0;3;2;0;0;9;2;1;3;0;0;2;36;0;2;1;6;1;4;2;3;4;0;22;2;3;0;1;0;0;0;0;3;0;0;1;0;6;1;2;0;0;0;1;0;0
30786-4912;SUCESSO;7;0;44;6;0;0;16;5;0;6;2;2;1;1;1;0;0;1;0;0;0;1;17;2;3;1;0;0;1;0;0;0;2;2;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;11;4;1;1;4;2;3;1;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;1;1;0;29;11;4;3;3;9;3;1;0;3;2;1;0;1;0;0;0;0;0;4;2;1;0;0;1;0;3;0;3;0;0;0;0;0;0;1;1;0;0;0;4;0;0;0;1;1;1;0;0;5;2;1;1;2;0;0;28;0;5;0;5;0;2;0;0;0;0;3;0;1;0;0;0;0;0;0;3;1;0;0;0;2;1;0;1;0;0;1;0;0
30790-4224;SUCESSO;0;0;23;2;0;0;6;0;0;1;0;0;0;0;1;0;3;0;0;0;0;0;8;1;2;0;0;1;0;0;0;0;3;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;4;0;3;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;1;0;0;1;3;1;0;0;0;0;0;21;0;2;0;10;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;2;2;0;1;1;0;0;0;0;0;0;1;0;0
30796-4429;SUCESSO;0;0;42;1;0;0;20;3;0;7;0;1;0;3;1;1;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;4;3;0;1;0;1;6;4;0;0;2;1;1;0;0;0;0;0;0;0;40;0;0;0;7;0;1;0;0;0;0;0;1;1;0;12;2;5;1;4;2;0;0;3;0;0;0;59;10;2;0;2;28;0;0;0;5;0;0;0;9;5;3;0;0;0;9;3;0;2;0;2;0;2;0;1;0;9;3;0;5;4;1;1;0;0;1;4;1;1;0;0;1;0;0;0;3;0;0;1;0;0;0;19;0;0;0;3;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8;2;1;0;0
30799-4224;SUCESSO;0;2;93;1;0;1;46;8;0;26;9;8;3;3;5;2;1;1;0;1;1;5;25;4;8;2;0;1;0;0;3;0;4;4;0;1;0;0;5;4;0;0;1;2;1;1;0;0;0;0;0;0;57;21;10;8;14;4;5;2;1;1;1;2;4;1;0;15;1;8;1;4;3;0;0;3;2;1;0;82;13;5;2;4;45;12;5;0;13;5;2;1;11;7;3;0;0;1;10;6;2;5;2;1;0;5;0;1;0;10;5;4;6;3;3;3;0;0;3;4;3;3;1;0;3;0;0;3;9;3;2;3;1;0;1;42;0;6;2;9;1;2;1;0;1;0;12;1;4;1;0;0;0;0;0;1;0;0;0;0;2;1;1;1;2;0;5;7;0
30800-4428;SUCESSO;0;3;29;2;0;1;8;0;0;0;0;0;0;0;1;1;2;3;3;5;3;2;10;2;1;0;0;2;1;0;0;0;4;4;0;1;0;2;6;4;0;0;2;0;0;35;5;0;3;0;10;8;17;3;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4;0;36;2;0;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;2;1;2;0;11;11;0;0;11;0;0;7;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;2;0;0;1;0;0;7;27;0;4;0;2;0;0;0;0;0;0;37;1;1;0;31;3;3;9;7;0;0;0;1;0;5;0;5;2;0;0;0;0;0
30807-4429;SUCESSO;0;1;61;2;0;1;41;16;0;14;6;2;0;0;2;0;0;2;0;0;0;2;8;1;0;0;0;0;0;0;0;0;3;3;0;2;0;1;4;3;0;2;1;1;1;0;0;0;0;0;0;0;51;7;6;3;3;0;0;0;0;0;0;0;0;0;0;15;1;11;0;4;4;0;0;0;0;1;1;76;22;16;2;5;43;7;6;0;2;0;0;0;12;10;4;0;0;1;2;0;1;0;0;0;0;5;0;2;0;0;0;0;0;0;2;2;0;0;1;6;2;1;0;0;2;0;0;0;4;2;0;2;0;0;0;19;0;3;2;2;1;1;0;1;0;0;7;1;2;2;0;0;0;0;0;4;1;0;2;1;0;0;0;0;0;0;1;0;0
30808-4224;SUCESSO;0;0;51;3;0;1;19;2;0;8;1;1;0;3;0;0;0;1;0;4;3;2;10;1;2;1;0;0;1;0;5;0;4;4;1;2;0;0;3;2;0;1;1;0;0;0;0;0;0;0;0;0;36;4;1;0;11;0;6;6;4;4;2;2;3;1;1;12;2;3;1;1;0;0;0;4;0;3;3;52;7;2;1;2;25;1;0;0;5;3;3;2;8;2;1;0;0;2;1;0;0;6;2;0;0;4;0;1;0;18;7;3;13;8;1;1;1;0;0;6;0;0;0;0;1;1;0;0;4;1;1;1;0;0;0;20;0;2;0;3;0;1;0;1;0;0;7;0;2;1;0;0;0;0;0;4;3;0;0;0;2;1;1;0;3;1;7;8;0
30812-4912;SUCESSO;3;0;19;1;0;1;11;0;0;2;0;0;0;0;4;1;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;4;4;0;1;0;1;4;3;0;2;1;4;1;0;0;0;0;0;0;0;18;1;1;0;5;0;1;1;0;0;0;0;1;1;0;5;1;3;1;0;0;0;0;0;0;0;0;32;1;0;0;0;11;0;0;0;2;0;0;0;1;1;0;0;0;0;8;2;1;0;0;1;0;3;0;1;0;0;0;0;0;0;2;2;2;2;0;2;0;0;0;2;2;0;0;0;6;1;0;1;0;0;0;15;0;0;0;4;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
30813-4224;SUCESSO;0;0;26;2;0;0;14;0;0;3;0;2;0;0;0;0;0;2;1;0;0;4;2;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;2;0;0;0;2;2;2;3;1;0;1;0;0;0;10;2;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;23;1;1;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;3;0;0;1;1;1;0;0;1;1;0;0;1;2;1;1;0;0;1;0;0;0;7;0;0;1;1;0;0;9;0;0;0;1;0;1;1;0;1;0;5;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30816-5786;SUCESSO;2;0;21;2;0;1;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;5;2;2;1;0;0;0;0;0;0;3;3;1;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;1;0;0;1;3;1;1;1;0;0;0;11;0;2;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30822-4428;SUCESSO;0;0;58;3;0;0;20;0;0;13;1;6;3;1;2;0;0;1;0;4;2;3;9;1;1;0;0;0;1;0;0;0;5;4;0;1;0;1;5;3;0;2;2;1;1;3;1;0;0;0;0;0;62;8;3;0;19;3;8;3;2;2;1;3;8;3;1;19;2;9;3;3;2;0;0;2;0;9;0;57;5;1;1;0;36;4;2;0;16;7;3;2;7;4;1;0;0;3;3;0;1;6;3;0;0;5;0;5;0;14;4;3;8;5;1;1;1;1;0;3;0;0;1;1;1;0;0;0;6;1;0;1;2;0;0;19;0;3;2;2;1;1;0;2;0;0;15;0;4;1;3;1;0;0;0;5;2;0;2;1;3;2;0;0;0;0;0;0;0
30823-4224;SUCESSO;0;4;47;3;0;0;20;0;0;1;0;0;0;0;4;1;0;15;11;0;0;0;6;1;1;1;0;1;0;0;1;0;3;3;0;0;0;2;1;0;0;0;1;2;1;27;1;0;1;0;8;1;9;3;2;0;2;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;41;3;1;0;0;7;1;1;0;1;1;0;0;1;1;0;0;0;2;5;2;0;0;0;0;0;22;17;0;0;0;0;0;0;0;1;1;0;0;1;3;1;1;0;0;1;0;0;1;5;1;0;1;1;0;6;18;0;2;0;2;0;1;0;0;1;0;30;3;2;0;25;1;1;7;1;2;0;0;3;0;3;2;1;0;5;0;3;1;0
30824-4429;SUCESSO;0;0;50;2;0;0;29;5;0;15;2;3;2;4;3;0;0;1;0;0;0;3;5;1;2;0;0;0;2;0;0;0;3;3;0;2;0;0;9;8;0;4;1;1;1;0;0;0;0;0;0;0;33;5;2;1;9;0;2;1;1;0;0;0;2;2;1;10;1;7;2;2;2;0;0;0;0;1;0;52;7;2;1;1;26;4;1;0;7;2;1;1;6;2;2;0;0;0;4;0;1;0;0;3;0;2;0;2;0;1;0;0;0;0;1;1;0;0;0;4;0;0;3;1;1;1;0;0;5;3;1;1;0;0;0;33;0;3;1;7;0;2;2;2;0;0;2;0;0;0;0;0;0;0;0;2;1;0;1;1;3;1;0;1;3;0;5;1;0
30834-4224;SUCESSO;0;0;55;4;0;1;19;3;0;8;0;1;0;6;0;0;0;1;0;5;4;5;7;0;2;0;0;1;1;0;1;0;3;3;0;2;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;28;0;0;0;7;0;3;2;2;2;1;1;1;0;0;11;4;6;0;5;4;0;0;0;0;0;0;35;10;5;2;1;17;0;0;0;4;2;1;1;10;5;4;0;0;0;2;0;0;4;4;0;0;3;0;2;0;8;1;0;6;3;2;2;0;0;2;5;2;2;0;0;2;0;0;1;8;3;0;2;1;0;1;14;0;0;0;3;0;0;0;2;0;0;7;0;0;0;0;0;0;0;0;4;1;0;1;0;2;1;1;0;0;0;3;3;0
30864-4428;SUCESSO;0;1;62;1;0;0;24;1;0;8;0;1;1;0;5;1;2;2;0;1;0;3;12;2;3;2;0;0;3;0;0;0;3;2;0;2;0;0;2;1;0;0;1;1;1;1;0;0;0;0;0;0;22;4;2;1;9;3;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;39;4;1;1;0;13;0;0;0;5;2;0;0;0;0;0;0;0;0;7;1;0;0;0;3;0;3;0;2;0;1;0;0;0;0;3;3;1;1;1;3;1;1;0;2;3;1;0;0;6;1;1;3;0;0;1;25;0;5;0;6;1;2;1;0;0;0;11;0;1;1;1;0;0;0;0;3;1;0;1;0;5;1;3;4;0;0;0;0;0
30869-4428;SUCESSO;0;0;100;2;0;1;61;0;0;34;4;12;6;0;5;3;0;4;0;0;0;4;7;1;2;0;0;5;3;0;0;0;3;3;0;3;0;0;5;4;0;0;1;7;4;0;0;0;0;0;0;0;115;21;11;6;49;8;29;19;8;5;4;5;6;2;5;8;0;3;2;0;0;0;0;1;2;24;14;110;1;0;0;0;66;6;2;0;20;9;4;2;1;0;0;0;0;16;9;5;2;1;0;1;0;8;0;3;0;3;1;1;1;1;2;2;1;1;1;11;1;1;1;1;3;0;0;1;11;4;1;2;0;0;1;16;0;4;3;2;2;0;0;1;0;0;47;0;9;5;0;0;0;0;0;20;13;0;14;2;4;1;2;2;0;0;0;0;0
30886-4429;SUCESSO;0;1;25;0;0;0;16;2;0;5;0;4;2;1;3;1;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;3;3;0;2;0;1;2;0;0;0;2;1;1;0;0;0;0;0;0;0;19;2;2;2;9;1;6;4;4;3;1;1;1;0;1;6;0;4;0;0;0;0;0;0;1;3;1;28;3;2;0;1;10;1;1;0;4;2;1;1;3;2;0;0;0;2;3;1;1;0;0;1;0;3;0;2;0;1;1;1;0;0;2;2;1;1;1;7;1;1;1;1;2;0;0;0;4;1;1;1;0;0;0;19;0;2;0;3;1;1;0;0;1;0;8;0;3;2;0;0;0;0;0;4;0;0;1;1;1;1;0;1;2;0;2;0;0
30900-4429;SUCESSO;0;1;49;5;0;2;22;0;0;13;0;4;2;1;1;1;0;1;1;1;1;3;11;3;6;1;0;1;1;0;2;0;3;3;0;2;0;1;5;4;0;1;1;3;3;4;1;0;0;0;0;0;70;3;3;1;20;1;11;6;1;1;1;1;2;1;0;6;0;3;1;0;0;0;0;0;1;1;0;51;2;2;2;0;28;0;0;0;11;7;5;1;2;1;0;0;0;1;3;2;0;0;0;1;0;5;3;3;0;3;1;0;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;1;5;0;0;1;0;0;0;27;0;6;2;12;3;2;0;0;0;0;13;0;1;0;4;1;0;0;0;4;0;0;3;0;3;1;2;2;1;0;4;5;0
30904-4428;SUCESSO;0;0;41;0;0;0;17;1;0;7;2;1;1;2;2;0;0;3;3;4;3;2;6;1;2;1;0;1;0;0;0;0;3;3;1;1;0;0;2;1;0;1;1;0;0;4;3;0;2;0;1;1;16;8;6;4;2;1;1;0;0;0;0;0;0;0;0;9;1;5;0;2;2;0;0;3;0;0;0;30;5;2;2;1;13;4;3;0;2;1;0;0;6;4;2;0;0;0;5;0;0;5;1;1;0;3;3;0;0;8;1;0;5;4;1;1;1;1;0;2;1;0;0;1;1;0;0;1;3;2;1;1;1;0;0;12;0;1;0;6;0;3;1;1;0;0;4;0;1;1;4;2;2;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
30940-4224;SUCESSO;0;0;56;1;0;1;34;1;0;12;1;7;2;3;2;1;1;1;0;0;0;0;7;2;0;0;0;1;0;0;0;0;4;4;0;2;0;1;4;3;0;1;1;1;0;2;0;0;1;0;0;0;30;5;3;2;18;3;7;3;1;1;1;1;4;2;1;10;1;5;2;0;0;0;0;1;0;2;0;57;5;2;0;1;23;1;1;0;16;6;3;1;3;2;0;0;0;1;5;2;1;1;0;2;0;3;1;1;0;2;1;1;1;0;1;1;0;0;0;10;0;0;2;1;1;1;0;0;4;1;0;0;0;0;0;19;0;3;3;4;0;2;1;0;1;0;7;0;1;1;2;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
30965-4429;SUCESSO;0;0;27;0;0;0;6;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;4;0;0;0;0;1;0;0;0;0;2;2;0;0;0;1;2;0;0;0;2;0;0;1;0;0;0;0;1;0;19;0;0;0;4;0;2;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;24;2;0;0;1;4;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;1;0;3;0;0;1;0;1;1;1;1;0;1;1;0;0;1;1;0;0;0;2;0;0;1;0;0;0;23;0;0;0;2;0;1;1;1;2;0;8;0;1;0;1;0;0;1;0;3;0;0;3;1;0;0;0;0;0;0;1;0;0
30969-4224;SUCESSO;0;1;27;1;0;0;5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2;0;0;0;0;0;1;0;1;0;3;3;1;1;0;0;1;0;0;0;1;0;0;5;0;0;1;0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;27;2;1;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;1;5;1;2;0;0;0;0;8;4;1;0;1;1;1;0;0;1;1;1;1;0;2;1;0;0;1;1;0;0;1;5;1;0;0;0;0;1;23;0;1;0;1;0;0;0;0;0;0;28;0;16;3;4;0;0;0;0;2;0;0;2;1;2;0;1;1;5;1;2;2;0
30975-4428;SUCESSO;0;1;48;1;0;0;17;0;0;5;2;0;0;0;0;0;0;0;0;3;1;0;6;1;0;0;0;4;2;0;1;0;8;8;0;1;0;1;6;2;0;0;4;0;0;4;0;0;0;0;1;1;14;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;45;4;2;0;1;8;2;1;0;0;0;0;0;1;0;0;0;0;0;7;1;2;1;0;0;0;4;3;0;0;12;0;0;6;1;3;3;0;0;3;5;3;3;0;0;3;0;0;2;5;1;0;3;0;0;5;11;0;2;0;1;0;1;0;4;1;0;12;0;4;3;4;0;0;1;1;0;0;0;1;0;9;0;3;2;0;0;0;2;0
30982-4224;SUCESSO;0;1;38;7;0;1;17;2;0;10;1;5;1;1;0;0;0;1;0;4;3;0;5;1;1;0;0;0;0;0;0;0;3;3;1;2;0;0;2;1;0;0;1;2;2;1;0;0;0;0;0;0;43;4;1;1;26;1;10;7;5;2;2;1;4;3;2;8;0;7;2;2;2;0;0;2;0;2;1;48;3;0;0;0;27;1;0;0;16;7;4;3;3;3;1;0;0;0;5;1;0;2;0;0;0;3;0;1;0;14;3;1;10;5;3;3;1;1;2;5;1;1;1;1;4;0;0;2;5;1;1;3;0;0;0;13;0;2;0;4;1;1;1;4;0;0;5;0;1;0;1;0;0;0;0;3;3;0;2;0;0;0;0;0;0;0;0;0;0
30987-4429;SUCESSO;0;1;31;1;0;0;13;0;0;5;0;1;0;2;1;0;0;0;0;0;0;3;1;0;1;1;0;0;1;0;0;0;3;3;0;1;0;0;3;1;0;1;2;4;4;0;0;0;0;0;0;0;22;2;1;1;2;0;1;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;1;0;1;0;27;0;0;0;0;8;0;0;0;1;0;0;0;2;1;0;0;0;0;4;0;1;2;2;0;0;0;0;0;0;3;2;1;2;1;3;3;3;1;0;5;1;0;1;3;4;2;0;0;7;1;1;2;2;0;0;1;0;0;0;1;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0
30988-4224;SUCESSO;0;1;25;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;5;5;1;3;0;1;0;0;1;0;0;1;0;3;3;0;1;0;0;2;1;0;0;1;3;1;3;0;0;1;0;0;0;24;2;0;0;9;0;3;1;1;1;0;1;1;1;0;2;0;1;1;0;0;0;0;1;0;1;1;22;3;0;0;0;10;0;0;0;5;2;1;1;0;0;0;0;0;1;2;0;0;3;2;1;0;4;2;0;0;10;2;0;7;4;2;2;0;0;1;3;1;1;2;1;2;1;0;0;3;1;1;1;0;0;2;20;0;1;0;6;1;0;0;1;2;0;12;0;2;0;2;0;1;0;0;2;1;0;2;2;1;1;0;0;5;1;3;2;0
30993-4224;SUCESSO;0;0;32;0;0;0;8;0;0;2;0;2;0;0;1;0;1;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;3;3;1;1;0;1;3;2;0;0;1;1;1;1;0;0;0;0;1;1;16;3;0;0;5;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;23;3;0;0;0;10;0;0;0;4;1;1;1;0;0;0;0;0;0;2;0;0;0;0;2;0;2;1;0;0;1;0;0;1;0;1;1;0;0;1;3;1;1;0;0;1;0;0;1;3;0;0;0;1;0;0;18;0;0;0;2;0;0;0;0;0;0;2;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0
30996-4224;SUCESSO;0;0;31;1;0;1;11;0;0;5;1;2;1;0;1;0;0;2;0;0;0;1;2;0;0;0;0;1;0;0;0;0;5;4;0;2;0;1;9;8;0;3;1;1;1;0;0;0;0;0;0;0;30;6;3;3;14;3;6;3;2;2;1;0;1;1;0;6;0;4;2;0;0;0;0;0;0;2;2;32;1;1;1;0;16;1;1;0;7;4;2;2;1;1;0;0;0;0;3;2;1;0;0;1;0;6;0;6;0;0;0;0;0;0;2;2;0;0;0;12;0;0;1;1;2;2;0;0;3;0;0;0;0;0;0;16;0;1;1;4;0;2;1;0;1;0;10;0;1;0;0;0;0;0;0;8;3;0;1;0;0;0;0;0;4;0;2;1;0
31031-4224;SUCESSO;0;1;62;4;0;0;24;0;0;16;1;4;1;5;0;0;0;4;3;1;1;1;10;1;1;1;0;0;1;0;2;0;5;5;0;1;0;3;9;7;0;2;2;5;4;9;4;0;3;0;2;0;53;6;3;3;9;1;1;1;1;1;0;1;1;0;0;15;1;7;0;4;4;0;0;1;0;0;0;60;2;0;0;1;33;4;2;0;6;1;1;1;10;6;3;0;0;0;3;1;0;3;1;0;0;11;7;1;0;7;2;1;4;2;3;3;2;2;0;5;2;0;0;3;3;1;0;1;6;2;1;2;0;0;1;26;0;3;1;5;0;2;0;1;0;0;14;0;4;2;9;3;3;2;0;1;0;0;0;0;4;2;2;2;0;0;1;3;0
31077-4428;SUCESSO;0;0;38;0;0;0;18;2;0;10;1;6;1;1;1;0;0;1;0;0;0;2;7;0;3;1;0;0;0;0;0;0;3;2;0;2;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;23;9;5;2;12;2;6;2;1;1;0;0;1;0;0;4;1;2;0;0;0;0;0;0;1;0;0;33;4;2;2;0;16;3;2;0;9;4;1;1;3;2;0;0;0;0;4;2;1;0;0;1;0;1;0;1;0;0;0;0;0;0;2;1;0;0;0;7;1;0;0;0;2;0;0;0;7;3;2;2;0;0;0;25;0;2;0;7;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
